市区町村名,大字・丁目名,小字・通称名,緯度,経度
秋田市,外旭川,三千刈,39.741249,140.103521
佐賀市,大和町大字東山田,,33.31538,130.266607
東大阪市,小阪一丁目,,34.664704,135.582081
印西市,小林,,35.826141,140.181844
取手市,平野,,35.91791,140.130046
宇都宮市,上欠町,,36.549184,139.824198
福山市,郷分町,,34.519562,133.33848
一宮市,木曽川町里小牧,本茅場,35.348847,136.763067
名古屋市守山区,瀬古東二丁目,,35.209245,136.940682
南城市,佐敷字津波古,,26.183381,127.776577
伊勢原市,小稲葉,,35.388904,139.351049
小樽市,最上二丁目,,43.181067,140.972906
相生市,矢野町二木,,34.858705,134.450234
豊島区,東池袋四丁目,,35.725956,139.721171
秋田市,手形,西谷地,39.718279,140.135881
伊勢崎市,連取町,,36.317489,139.180562
神戸市須磨区,東白川台一丁目,,34.695323,135.10374
八尾市,八尾木北六丁目,,34.614436,135.616207
墨田区,石原三丁目,,35.701979,139.803376
世田谷区,三宿二丁目,,35.653986,139.674389
廿日市市,宮内四丁目,,34.350998,132.311219
蒲郡市,拾石町,前田,34.818339,137.199549
天草市,本渡町本渡,,32.460331,130.174123
妙高市,大字飛田,,37.062546,138.241666
荒川区,南千住一丁目,,35.734026,139.790821
長野市,松代町西条,,36.554675,138.198629
半田市,東億田町,,34.896675,136.955574
江戸川区,松江一丁目,,35.700726,139.871281
大阪市中央区,島町一丁目,,34.688458,135.516294
高松市,高松町,,34.338986,134.121307
八幡市,上奈良奈良里,,34.869069,135.73068
府中市,天神町二丁目,,35.680411,139.491497
国分寺市,富士本二丁目,,35.706205,139.447733
三次市,三次町,,34.812965,132.846968
さいたま市浦和区,大原二丁目,,35.891478,139.652015
木更津市,高柳,,35.398947,139.936575
大津市,南志賀三丁目,,35.037149,135.860431
大阪市東成区,大今里南一丁目,,34.666654,135.543962
長岡市,高島町,,37.386305,138.829022
土岐市,泉町河合,,35.364948,137.210023
北九州市小倉北区,馬借一丁目,,33.879929,130.876653
出水市,平和町,,32.0836,130.330526
高松市,国分寺町国分,,34.303317,133.954639
葛飾区,東新小岩四丁目,,35.724336,139.86206
各務原市,那加西市場町七丁目,,35.415862,136.838314
西東京市,東伏見一丁目,,35.727408,139.556568
岡山市東区,古都南方,,34.687869,134.024661
守口市,南寺方東通二丁目,,34.719319,135.571652
足利市,川崎町,,36.305785,139.504506
神戸市中央区,中山手通二丁目,,34.695947,135.189575
三鷹市,大沢五丁目,,35.673968,139.535922
新見市,新見,,34.980133,133.474604
南魚沼市,姥沢新田,,36.988954,138.896763
東大阪市,大蓮南四丁目,,34.635983,135.574953
日向市,大字財光寺,,32.407004,131.624629
岡崎市,北野町,畔北,34.996104,137.137027
福岡市早良区,賀茂二丁目,,33.549487,130.343883
台東区,浅草一丁目,,35.711337,139.79588
さいたま市北区,宮原町三丁目,,35.936334,139.610913
安城市,二本木新町一丁目,,34.97914,137.053044
総社市,三須,,34.675322,133.769966
札幌市豊平区,水車町八丁目,,43.043656,141.364147
海老名市,中野,,35.41517,139.372274
川崎市宮前区,有馬二丁目,,35.578906,139.584021
船橋市,小室町,,35.794418,140.071669
志木市,柏町二丁目,,35.835897,139.572444
世田谷区,代沢二丁目,,35.658313,139.672609
彦根市,西沼波町,高橋田,35.259486,136.266849
足立区,古千谷本町三丁目,,35.809185,139.776894
所沢市,大字城,,35.804844,139.528548
所沢市,三ケ島五丁目,,35.790297,139.401031
和泉市,池田下町,,34.471848,135.456306
西条市,三芳,,33.955249,133.059979
尼崎市,立花町一丁目,,34.739058,135.402632
中間市,中尾四丁目,,33.814804,130.71938
京都市上京区,坤高町,,35.022423,135.745528
札幌市東区,東苗穂十一条二丁目,,43.103707,141.418026
岡崎市,羽栗町,多賀屋敷,34.888243,137.229339
御殿場市,中畑,,35.320663,138.901361
あわら市,温泉四丁目,,36.224814,136.191446
津市,久居射場町,,34.681167,136.46718
いわき市,泉もえぎ台一丁目,,36.946948,140.85119
宇部市,大字小串,,33.966863,131.253047
十和田市,大字相坂,白上,40.592071,141.228821
石垣市,字平得,,24.347666,124.178308
西東京市,北町一丁目,,35.753062,139.557184
呉市,三条二丁目,,34.247988,132.553461
大阪市中央区,日本橋二丁目,,34.664572,135.505752
堺市西区,浜寺元町五丁,,34.540037,135.451596
安城市,桜井町,城阿原,34.922362,137.091385
清瀬市,下宿二丁目,,35.79754,139.535958
伊勢崎市,中町,,36.298596,139.169646
横浜市青葉区,荏田町,,35.560764,139.556309
糸魚川市,大字田伏,,37.057677,137.907769
熊谷市,万吉,,36.132907,139.368011
中野区,南台四丁目,,35.679297,139.665535
豊中市,山ノ上町,,34.779755,135.457014
仙台市太白区,山田新町,,38.216171,140.835464
熊谷市,小八林,,36.082462,139.439525
岡山市北区,撫川,,34.64096,133.845957
横浜市中区,上野町一丁目,,35.431924,139.650329
京都市伏見区,竹田内畑町,,34.952527,135.758205
姫路市,飾磨区妻鹿東海町,,34.783591,134.694759
松戸市,小根本,,35.787968,139.906511
徳島市,北島田町二丁目,,34.086203,134.510874
焼津市,惣右衛門,,34.815912,138.323255
藤岡市,中,,36.278402,139.069546
小矢部市,道坪野,,36.684527,136.836468
諏訪市,大字湖南,,36.015129,138.095685
伊佐市,大口大田,,32.081104,130.605252
大阪市港区,港晴五丁目,,34.6589,135.440033
四街道市,旭ケ丘三丁目,,35.663356,140.184943
西脇市,下戸田,,34.987432,134.984019
足利市,高松町,,36.282574,139.497327
横浜市青葉区,鴨志田町,,35.560831,139.510108
宝塚市,玉瀬,平田,34.884162,135.309394
足立区,千住一丁目,,35.748622,139.800866
松江市,宍道町西来待,,35.413232,132.942118
北区,十条仲原三丁目,,35.766642,139.719729
一宮市,北方町北方,宝行寺廻り,35.361513,136.785948
川越市,大字中福,,35.871572,139.472375
柏市,高柳,,35.807797,140.009918
那須塩原市,西岩崎,,37.038351,139.990944
千葉市稲毛区,稲毛町五丁目,,35.640023,140.076314
東大和市,南街一丁目,,35.739782,139.432575
明石市,魚住町西岡,,34.69493,134.904926
岡山市北区,門前,,34.694478,133.807606
横浜市神奈川区,菅田町,,35.499522,139.579226
台東区,鳥越一丁目,,35.702944,139.782309
三鷹市,深大寺二丁目,,35.688701,139.54016
滝川市,空知町河川敷地,,43.548266,141.912291
大洲市,北只,,33.491563,132.535494
福岡市西区,大字小田,,33.629614,130.218912
練馬区,北町六丁目,,35.758203,139.649601
札幌市南区,澄川五条五丁目,,43.010703,141.37264
練馬区,春日町二丁目,,35.758332,139.645205
加賀市,大聖寺永町,ハ,36.309378,136.319117
久喜市,菖蒲町上大崎,,36.052301,139.611365
練馬区,関町南一丁目,,35.721924,139.589869
あま市,木田,道下,35.195407,136.788234
行方市,次木,,36.100673,140.483686
碧南市,岬町四丁目,,34.857883,136.972626
小郡市,松崎,,33.402969,130.58608
石巻市,湊,筒場,38.418177,141.338932
福山市,御幸町大字上岩成,,34.552849,133.349043
広島市安佐南区,相田六丁目,,34.470152,132.440792
上越市,大字戸野目,,37.122546,138.277936
杉並区,久我山四丁目,,35.689262,139.597936
江東区,東砂八丁目,,35.669277,139.840354
福津市,渡,,33.789326,130.455453
荒尾市,蔵満,,32.963907,130.443158
小城市,芦刈町永田,,33.207715,130.209225
清瀬市,下清戸一丁目,,35.779295,139.539988
高知市,中秦泉寺,,33.582502,133.535052
横浜市南区,堀ノ内町一丁目,,35.429083,139.616021
宇都宮市,竹下町,,36.544081,139.973995
宇部市,東梶返三丁目,,33.951475,131.267123
川口市,大字榛松,,35.823835,139.773989
八尾市,楠根町二丁目,,34.638808,135.599141
志布志市,志布志町志布志,,31.478027,131.095986
仙台市宮城野区,中野二丁目,,38.27487,140.984601
栗原市,志波姫堀口,見渡,38.73789,141.020806
宝塚市,高司二丁目,,34.786225,135.36301
吹田市,高城町,,34.76282,135.529942
由利本荘市,葛法,追留,39.343072,140.048683
太田市,内ケ島町,,36.280774,139.402865
練馬区,下石神井六丁目,,35.735951,139.604107
四日市市,北小松町,,34.926672,136.563328
港区,白金五丁目,,35.64451,139.727197
葛飾区,東金町三丁目,,35.771602,139.874618
いわき市,錦町,鬼越下,36.913194,140.771304
新発田市,真中,,38.028981,139.332827
天草市,本渡町広瀬,,32.469596,130.198553
真庭市,鹿田,,34.98862,133.729765
神戸市北区,広陵町六丁目,,34.748799,135.162122
川崎市多摩区,枡形二丁目,,35.618558,139.553821
船橋市,小室町,,35.789816,140.079141
札幌市白石区,南郷通四丁目北,,43.04396,141.406218
さいたま市浦和区,上木崎七丁目,,35.889015,139.648864
那須塩原市,井口,,36.917924,139.986205
大和市,福田,,35.451703,139.466587
名古屋市瑞穂区,大喜町一丁目,,35.124431,136.923744
倉敷市,真備町箭田,,34.612776,133.696308
大野市,神明町,,35.979051,136.499365
高崎市,下里見町,,36.358087,138.919954
府中市,栗柄町,,34.55463,133.23984
練馬区,大泉学園町一丁目,,35.759687,139.590352
さいたま市北区,今羽町,,35.954355,139.620465
横浜市鶴見区,岸谷一丁目,,35.495531,139.664411
大阪市中央区,森ノ宮中央一丁目,,34.680637,135.532768
松山市,土居田町,,33.821359,132.754329
御所市,大字朝妻,,34.415162,135.710816
世田谷区,豪徳寺二丁目,,35.649064,139.645464
墨田区,東向島五丁目,,35.727145,139.82009
下野市,石橋,,36.43439,139.859143
七尾市,石崎町,イ,37.07398,136.934455
いわき市,好間町小谷作,広畑,37.063691,140.866034
仙台市太白区,秋保町境野,山田,38.251371,140.698088
鹿屋市,吾平町上名,,31.316369,130.895244
和泉市,仏並町,,34.423518,135.489995
神戸市兵庫区,切戸町,,34.666732,135.173159
仙台市太白区,袋原,堰場,38.192111,140.903774
石岡市,三村,,36.14293,140.279415
和歌山市,東田中,,34.236165,135.285338
習志野市,泉町三丁目,,35.69236,140.056418
目黒区,碑文谷四丁目,,35.620849,139.681475
越谷市,谷中町一丁目,,35.879303,139.775764
北九州市八幡西区,南王子町,,33.852209,130.757084
足立区,東綾瀬三丁目,,35.769138,139.834474
弘前市,大字乳井,舘ノ沢,40.555424,140.568601
熊谷市,佐谷田,,36.126579,139.416423
成田市,台方,,35.776744,140.271936
葛飾区,鎌倉一丁目,,35.741393,139.879304
草加市,両新田西町,,35.812615,139.785061
小金井市,緑町四丁目,,35.708087,139.513622
米子市,目久美町,,35.41999,133.339193
弘前市,大字富栄,笹崎,40.637894,140.424714
長岡市,中之島中条,,37.574168,138.835841
加古川市,西神吉町大国,,34.795417,134.818468
大阪市福島区,福島七丁目,,34.698763,135.486795
下関市,大字高畑,,33.990141,130.97007
板橋区,大谷口上町,,35.748212,139.69221
別府市,内竈,,33.335733,131.484026
坂井市,丸岡町猪爪七丁目,,36.140972,136.277313
相模原市中央区,田名,,35.545022,139.337492
海老名市,国分寺台一丁目,,35.446032,139.402611
春日井市,桃山町,,35.283693,136.96757
西宮市,東町二丁目,,34.727767,135.34025
みやま市,高田町下楠田,,33.090029,130.460475
熊本市東区,健軍三丁目,,32.778992,130.761123
岡山市東区,瀬戸町旭ヶ丘一丁目,,34.724717,134.052117
宮古島市,平良,東仲宗根,24.803316,125.294701
赤磐市,和田,,34.740279,134.00482
板橋区,赤塚二丁目,,35.775047,139.639687
豊田市,宮上町二丁目,,35.093418,137.135127
可児市,若葉台一丁目,,35.402284,137.014158
広島市安佐南区,長楽寺一丁目,,34.477934,132.428582
東近江市,上岸本町,,35.113197,136.23232
半田市,有楽町一丁目,,34.881943,136.921467
佐賀市,大和町大字東山田,,33.308704,130.268558
北九州市小倉南区,中貫二丁目,,33.81139,130.928955
中野区,中央四丁目,,35.697654,139.669503
古河市,東諸川,,36.20055,139.82791
名古屋市中村区,角割町三丁目,,35.15659,136.866715
白岡市,実ヶ谷,,36.003954,139.678143
足立区,東伊興一丁目,,35.802326,139.785426
大館市,字中町,,40.269506,140.559332
文京区,本郷七丁目,,35.711855,139.765366
宝塚市,大原野,同道,34.913475,135.312058
小山市,大字粟宮,,36.286079,139.779038
南陽市,長岡,,38.03819,140.161985
松戸市,栗ケ沢,,35.810768,139.952795
栃木市,平井町,,36.368413,139.711761
堺市堺区,神明町東一丁,,34.584302,135.479716
田辺市,あけぼの,,33.725544,135.396802
大牟田市,下白川町一丁目,,33.044328,130.45183
苫小牧市,字美沢,,42.762219,141.661895
春日部市,永沼,,35.979486,139.788838
福岡市東区,青葉七丁目,,33.640969,130.468082
福島市,大森,堂ノ前,37.731254,140.443998
鎌倉市,植木,,35.350339,139.511776
東大和市,中央一丁目,,35.744858,139.432964
川口市,大字赤山,,35.848242,139.748064
横浜市瀬谷区,宮沢二丁目,,35.455882,139.494073
焼津市,上新田,,34.813893,138.271714
鎌倉市,大町四丁目,,35.31497,139.560145
大阪市西成区,千本北一丁目,,34.634913,135.491362
京都市左京区,岩倉幡枝町,,35.065211,135.774146
三原市,本郷町船木,,34.439047,132.962573
品川区,戸越一丁目,,35.616468,139.719182
名護市,字世冨慶,,26.576065,127.985565
大阪市東淀川区,下新庄六丁目,,34.746233,135.524237
大田区,田園調布二丁目,,35.592641,139.672295
港区,西麻布二丁目,,35.661086,139.720026
諫早市,小川町,,32.827119,130.05291
碧南市,栄町四丁目,,34.886637,136.992168
御殿場市,仁杉,,35.321885,138.922065
旭川市,神居八条三丁目,,43.764867,142.32345
羽生市,大字今泉,,36.174357,139.574091
豊田市,若林西町,向屋敷,35.031467,137.098673
船橋市,西習志野三丁目,,35.722034,140.038957
三条市,西大崎三丁目,,37.61828,138.991017
名古屋市中村区,森末町二丁目,,35.177112,136.86155
久留米市,東合川町,,33.316311,130.546952
上越市,中郷区松崎,,36.968382,138.227232
町田市,上小山田町,,35.596958,139.396541
熊本市中央区,米屋町二丁目,,32.795119,130.698346
直方市,大字上新入,,33.752516,130.697604
福岡市東区,青葉二丁目,,33.645279,130.459218
枚方市,南中振一丁目,,34.792707,135.632883
佐世保市,日野町,,33.169324,129.675723
大府市,月見町五丁目,,35.00598,136.955097
総社市,西郡,,34.658937,133.761887
小金井市,緑町五丁目,,35.70431,139.515558
藤沢市,葛原,,35.40789,139.439368
松阪市,船江町,道慶田,34.589394,136.52431
広島市西区,古江新町,,34.384958,132.409931
茨木市,大字下音羽,,34.906744,135.54032
松本市,石芝一丁目,,36.20986,137.951202
大津市,和邇中浜,,35.16371,135.92095
神戸市東灘区,本山南町一丁目,,34.72331,135.287368
横浜市港北区,新吉田町,,35.546506,139.604991
横須賀市,田浦町三丁目,,35.289842,139.629943
池田市,伏尾町,,34.856464,135.44692
綾瀬市,寺尾台三丁目,,35.45941,139.418694
柏市,手賀の杜五丁目,,35.843817,140.021742
札幌市西区,平和,,43.049205,141.250488
岡崎市,北本郷町,野添,34.95861,137.132478
白山市,山島台六丁目,,36.472902,136.576626
柏市,花野井,,35.895525,139.976762
湖西市,坊瀬,,34.697873,137.515536
白井市,根,,35.783898,140.041011
出雲市,芦渡町,,35.345443,132.715871
羽島市,江吉良町,,35.315918,136.702306
大野城市,つつじケ丘三丁目,,33.495821,130.483783
桑名市,多度町香取,,35.137384,136.647249
大崎市,古川大幡,月蔵,38.563123,140.968738
杉並区,和泉四丁目,,35.68149,139.65273
由布市,挾間町鬼瀬,,33.199092,131.488056
松戸市,新松戸南二丁目,,35.822006,139.910676
防府市,桑南一丁目,,34.042731,131.561027
白河市,十三原道上,,37.099906,140.207358
前橋市,柏倉町,,36.47476,139.142977
名古屋市中川区,東春田二丁目,,35.142009,136.817083
上田市,上塩尻,,36.418408,138.215937
徳島市,国府町西黒田,東傍示,34.102717,134.468147
浦安市,美浜二丁目,,35.649009,139.906969
